content__235ca,username__703b9,anchor_edefb8,anchor_edefb8 (2),timestamp_c19a55,separator_c19a55,avatar_c19a55 src,username_c19a55,roleIcon__1e6f1 src,markup__75297,markup__75297 (2),markup__75297 (3),markup__75297 (4),latin24CompactTimeStamp_c19a55,separator_c19a55 (2),mention,botText__82f07,markup__75297 (5),markup__75297 (6),markup__75297 (7),markup__75297 (8),anchor_edefb8 href,anchor_edefb8 (3),embedProvider__623de,anchor_edefb8 href (2),embedDescription__623de,originalLink_af017a href,loadingOverlay_af017a src,emoji src,edited_c19a55,emoji src (2),reactionCount__23977,replyAvatar_c19a55 src,repliedTextContent_c19a55,repliedTextContent_c19a55 (2),repliedTextContent_c19a55 (3),username_c19a55 (2),avatarDecoration_c19a55 src,reactionCount__23977 (2),markup__75297 (9),markup__75297 (10),markup__75297 (14),markup__75297 (15),markup__75297 (16),markup__75297 (17),embedDescription__623de (2),embedDescription__623de (3),embedDescription__623de (4),embedDescription__623de (5),embedDescription__623de (6),embedDescription__623de (7),embedDescription__623de (8),embedDescription__623de (9),embedDescription__623de (10),embedDescription__623de (11),embedDescription__623de (12),embedDescription__623de (13),embedDescription__623de (14),embedDescription__623de (15),embedFieldName__623de,embedFieldValue__623de,embedFieldValue__623de (2),embedFieldValue__623de (3),embedFieldValue__623de (4),embedFieldName__623de (2),embedFieldValue__623de (5),video_cf09d8 src,repliedTextContent_c19a55 (4),repliedTextContent_c19a55 (5),repliedTextContent_c19a55 (6),embedDescription__623de (16),embedDescription__623de (17),embedDescription__623de (18),anchor_edefb8 href (3),anchor_edefb8 (4),embedVideoImageComponentInner__623de src,anchor_edefb8 href (5),repliedTextContent_c19a55 (7),repliedTextContent_c19a55 (8),repliedTextContent_c19a55 (9),embedFieldName__623de (3),embedFieldValue__623de (6),lazyImg_f4758a src,embedAuthorIcon__623de src,embedFooterIcon__623de src,embedFooterText__623de,embedFooterSeparator__623de,emoji src (3),markup__75297 (18),markup__75297 (19),markup__75297 (20),markup__75297 (21),markup__75297 (22),markup__75297 (23),markup__75297 (24),markup__75297 (25),anchor_edefb8 (5),reactionCount__23977 (3),embedDescription__623de (19),embedDescription__623de (20),embedDescription__623de (21),embedDescription__623de (22),embedVideo__623de src,anchor_edefb8 (6),anchor_edefb8 (7),anchor_edefb8 (8),edited_c19a55 (2),pngImage__31fc2 src,embedDescription__623de (23),repliedTextContent_c19a55 (10),embedDescription__623de (24),embedDescription__623de (25),embedDescription__623de (26),embedDescription__623de (27),embedDescription__623de (28),anchor_edefb8 href (6),originalLink_af017a href (2),repliedTextPlaceholder_c19a55,emoji src (4),emoji src (5),embedDescription__623de (29),embedDescription__623de (30),embedDescription__623de (31),embedDescription__623de (32),embedDescription__623de (33),embedDescription__623de (34),embedDescription__623de (35),embedDescription__623de (36),embedDescription__623de (37),embedDescription__623de (39),embedDescription__623de (40),embedDescription__623de (41),embedDescription__623de (42),embedDescription__623de (43),embedDescription__623de (44),embedDescription__623de (48),embedDescription__623de (59),embedDescription__623de (60),embedDescription__623de (61),embedDescription__623de (63),mention (2),imageError_af017a src,reactionCount__23977 (4),embedFieldValue__623de (7),embedFieldValue__623de (8),embedDescription__623de (64)
,,Steam,,"— 
8/22/22, 11:41 AM",—,https://cdn.discordapp.com/avatars/590677278745165845/c5a39c62ae32b772c4c5457dc10d6fc5.webp?size=160,[HB] Dylan,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/881100/Noita/,https://store.steampowered.com/app/881100/Noita/,,https://store.steampowered.com/app/881100/Noita/,,,,,,,,,,,,,,,,,,,,,Noita is a magical action roguelite set in a world where every pixel is physically simulated,. Fight,", explore",", melt",", burn",", freeze and evaporate your way through the procedurally generated world using spells you",ve created yourself,. Explore a variety of environments ranging from coal mines to freezing wastelands while delving deeper in search for,.,.,.,,,,Price,$,1,9,0.99,Recommendations,42294,https://images-ext-1.discordapp.net/external/Ds5QNp8bQhuSKtdLjyMgHgQH5eD1G9HBH_oyYCjWdYA/%3Ft%3D1602783173/https/cdn.akamai.steamstatic.com/steam/apps/256804553/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/23/22, 10:35 AM",—,https://cdn.discordapp.com/avatars/437760340197900309/47185307ad1b8e5c1cfd30738d047c5d.webp?size=160,wingedkitten 459 GodRodSmith,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,7 Days to Die,,,,,,,,,,,,https://store.steampowered.com/app/251570/7_Days_to_Die/,https://store.steampowered.com/app/251570/7_Days_to_Die/,,https://store.steampowered.com/app/251570/7_Days_to_Die/,,,,,,,,,,,,,,,,,,,,,HOW LONG WILL YOU SURVIVE,?With over 14 million copies sold,", 7 Days has defined the survival genre",", with unrivaled crafting and world",-building content,. Set in a brutally unforgiving post,-apocalyptic world overrun by the undead,", 7 Days is an open",-world game that is a unique combination of first,-person shooter,", survival horror",", tower defense",", and r",.,Price,$,2,4,0.99,Recommendations,158334,https://images-ext-1.discordapp.net/external/Iv7ZPtUcIWvA40oi0Sx7jKmQ9BuEn5hVTufV53u5C3M/%3Ft%3D1460433292/https/cdn.akamai.steamstatic.com/steam/apps/256662781/movie_max.webm,,,,.,.,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/23/22, 10:40 PM",—,https://cdn.discordapp.com/avatars/177315483366719489/d705b7c50a546fe03b6e14ce0bdbbb08.webp?size=160,SirBiff,,So i think this would work great for ggg,.,,,,,,,,,,,https://store.steampowered.com/app/396750/EVERSPACE/,https://store.steampowered.com/app/396750/EVERSPACE/,,https://store.steampowered.com/app/396750/EVERSPACE/,,,,https://discord.com/assets/9c107220ede7ac6c.svg,,,1,,,,,,,,,,,,,,EVERSPACE™ is an action,-focused single,-player space shooter,", combining roguelike elements with top",-notch visuals and a captivating story,. It takes you on a challenging journey through an ever,-changing,", beautifully crafted universe full of surprises",. Your skills,", experience",", and talent for improvisation will be tested continuously as you piece to",.,.,.,Price,$,2,9,0.99,Recommendations,8473,https://images-ext-1.discordapp.net/external/ojHPtV-k7wfkI14q3nyz4L2ZV8O4bkJMBE0x63h00Fg/%3Ft%3D1495555700/https/cdn.akamai.steamstatic.com/steam/apps/256685567/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/25/22, 2:11 PM",—,https://cdn.discordapp.com/avatars/734228094558404611/7f785b444d4bb5a7f3221928edb652ae.webp?size=160,Oldnoob72,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,side scroll dark souls,,,,,,,,,,,,https://store.steampowered.com/app/283640/Salt_and_Sanctuary/,https://store.steampowered.com/app/283640/Salt_and_Sanctuary/,,https://store.steampowered.com/app/283640/Salt_and_Sanctuary/,,,,,,,,,,,,,,,,,,,,,A doomed sailor is shipwrecked on an uncharted island,. In fog,-shrouded valleys,", where grinning",", mossy corpses cling to rusted arms",", shambling figures begin to stir",. Beneath crumbling,", salt",-worn structures,", labyrinthine passageways lead to unspeakable evil",", long forgotten by man",.,,,Price,$,1,7,0.99,Recommendations,15277,https://images-ext-1.discordapp.net/external/xtSj1PBtWiu8JN2fvoSEWmC_40CWepmHdL82NOMgvJk/%3Ft%3D1462899402/https/cdn.akamai.steamstatic.com/steam/apps/256662643/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
8/25/22, 2:19 PM",—,https://cdn.discordapp.com/avatars/230710379016093696/d9be64eca7f1e25a74cf04a99b75783a.webp?size=160,JWPeace,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/803330/Destroy_All_Humans/,https://store.steampowered.com/app/803330/Destroy_All_Humans/,,https://store.steampowered.com/app/803330/Destroy_All_Humans/,,,,https://discord.com/assets/1f8ac1eb4350eff0.svg,,,1,,,,,,,,,,,,,,The cult,-classic returns,! Terrorize the people of 1950s Earth in the role of the evil alien Crypto,-,1,3,7,. Harvest DNA and bring down the US government in the remake of the legendary alien invasion action adventure,. Annihilate puny humans using an assortment of alien weaponry and psychic abilities,. Reduce their cities to rubble with your flying Sau,.,.,.,,Price,$,2,9,0.99,Recommendations,6764,https://images-ext-1.discordapp.net/external/xo5HzxobvwQtm3WhsZ5qbTvWMc6n_ASpuHI9xEFjuOM/%3Ft%3D1614345669/https/cdn.akamai.steamstatic.com/steam/apps/256823764/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/1/22, 7:19 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/562860/Ion_Fury/,https://store.steampowered.com/app/562860/Ion_Fury/,,https://store.steampowered.com/app/562860/Ion_Fury/,,,,,,,,,,,,,,,,,,,,,While Shelly “Bombshell” Harrison earned her codename defusing bombs for the Global Defense Force,", when evil transhumanist mastermind Dr",. Jadus Heskel unleashes the members of his cybernetic cult onto the streets of Neo DC,", she knows it’s time to start causing explosions instead of preventing them",.Her quest to slay Heskel leaves a trail of carna,.,.,.,,,,,,,Price,$,2,4,0.99,Recommendations,5460,,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/7/22, 11:39 PM",—,https://cdn.discordapp.com/avatars/177315483366719489/d705b7c50a546fe03b6e14ce0bdbbb08.webp?size=160,SirBiff,,,,,,,,,,,,,,https://store.steampowered.com/app/2122170/MEGA/,https://store.steampowered.com/app/2122170/MEGA/,,https://store.steampowered.com/app/2122170/MEGA/,,,,,,,,,,,,,,,,,,,,,This is a short story about humanity,s last attempt to resist nature,. Cities lie in ruins,", there are traces of huge claws everywhere",- once disturbed by people,", giants began to wreak havoc around the world",. But is there a solution,?,.,.,.This is a survival horror game in which you will have to secretly move around the destroyed city,", thinking over y",.,.,Price,$,4,0.99,,,,https://images-ext-1.discordapp.net/external/KFU1qP126oCl_t_GD2u5EOrkjIBGvmBUNOyLuujxxuE/%3Ft%3D1660914090/https/cdn.akamai.steamstatic.com/steam/apps/256900971/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/8/22, 8:31 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1363900/Farworld_Pioneers/,https://store.steampowered.com/app/1363900/Farworld_Pioneers/,,https://store.steampowered.com/app/1363900/Farworld_Pioneers/,,,,,,,,,,,,,,,,,,,,,Farworlder,", you have travelled wearily from some far",-flung corner of the galaxy,", across countless light years through the black expanse of space",; now you find yourself crash,-landed,", your ship torn apart",", your body cold",", your stomach hungry",", and your eyes searching for your destiny",. From these desperate beginnings,", an open",-ended sandbox awaits,.Su,Release Date,Coming soon to Early Access,!,,,,,https://images-ext-1.discordapp.net/external/xszVFjwdjuuXtJrHdTlGjapXZwNc-WVBX7R3IHLASeo/%3Ft%3D1659014386/https/cdn.akamai.steamstatic.com/steam/apps/256898270/movie_max_vp9.webm,,,,.,.,.,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/9/22, 11:12 AM",—,https://cdn.discordapp.com/avatars/373701894897664003/b1b46feadfb3a7fa0244ef073ac0ea9d.webp?size=160,MaksHazard,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,Dunno if Tech has played before but would like to see if he plays it for Spooptober,,,,,,,,,,,,https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine/,https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine/,,https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine/,,,,https://discord.com/assets/1f8ac1eb4350eff0.svg,,,1,,,,,,,,,,,,,,"""Bendy and the Ink Machine™",""" is a first person puzzle action horror game that begins in the far days past of animation and ends in a very dark future",.Play as Henry as he revisits the demons of his past by exploring the abandoned animator,s workshop of Joey Drew Studios,. With twists and turns around every corner,",","""Bendy and the Ink Machine",""" is su",.,.,.,,,,Price,$,1,9,0.99,Recommendations,9609,https://images-ext-1.discordapp.net/external/cOpA1uDnwMPfSKcvugN33_GGc63hnlwPho4oHwc9laI/%3Ft%3D1593195050/https/cdn.akamai.steamstatic.com/steam/apps/256715668/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,,[,,,,,,,,"[
11:40 PM
]",],,,,,,,https://store.steampowered.com/app/1065310/Evil_West/,https://store.steampowered.com/app/1065310/Evil_West/,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,Pre,-order Evil West to get the Wild Wild East Pack,! Tear the undead a new one while looking fancy as hell,", with a new outfit and five weapon skins",.Evil never sleeps… but it bleeds,.A dark menace consumes the American frontier,. As one of the last agents in a top,-secret vampire,-hunting institute,", you are the final line between humanity and a deep",-r,.,.,.,Price,$,4,9,0.99,Release Date,Nov 22,https://images-ext-1.discordapp.net/external/rhLNCoQldW49koFL0m0fIypx26ebnfRKCvnP9s7vfYc/%3Ft%3D1662654216/https/cdn.akamai.steamstatic.com/steam/apps/256904947/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/app/1065310/Evil_West/,,,,,,,,", 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/15/22, 5:50 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,if you,re in a mood for ball bustingly hard turn based RPG with survival elements give this a looksie,,,,,,,,,,,https://store.steampowered.com/app/625960/Stoneshard/,https://store.steampowered.com/app/625960/Stoneshard/,,https://store.steampowered.com/app/625960/Stoneshard/,,,,,,,,,,,,,,,,,,,,,Stoneshard is a challenging turn,-based RPG set in an open world,. Experience the unforgiving life of a medieval mercenary,: travel across the war,-torn kingdom,", fulfill contracts",", fight",", mend your wounds and develop your character without any restrictions",.EXPLORE THE RAVAGED LANDSOpen WorldWar always leaves its mark,: villages lie in ruins,", dungeons",.,.,.,Price,$,2,4,0.99,Recommendations,21094,https://images-ext-1.discordapp.net/external/23VxwtWOrApXS_oERUt7kndFxC1q2Lb833gjototUAE/%3Ft%3D1584997305/https/cdn.akamai.steamstatic.com/steam/apps/256773768/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/18/22, 9:39 AM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,have you ever played this one,? i liked it,,,,,,,,,,,https://store.steampowered.com/app/219990/Grim_Dawn/,https://store.steampowered.com/app/219990/Grim_Dawn/,,https://store.steampowered.com/app/219990/Grim_Dawn/,,,,,,,,,,,,,,,,,,,,,Enter an apocalyptic fantasy world where humanity is on the brink of extinction,", iron is valued above gold and trust is hard earned",. This ARPG features complex character development,", hundreds of unique items",", crafting and quests with choice",& consequence,.Key FeaturesDual Class,- Combine any of six distinct classes with over 25 skills and modifie,.,.,.,,,,Price,$,2,4,0.99,Recommendations,64803,https://images-ext-1.discordapp.net/external/3q-C0jCc613D7viDOjMBKaVAi1NWPuyKkYQg_IS3XRc/%3Ft%3D1457088973/https/cdn.akamai.steamstatic.com/steam/apps/2029862/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/21/22, 8:52 AM",—,https://cdn.discordapp.com/avatars/437760340197900309/47185307ad1b8e5c1cfd30738d047c5d.webp?size=160,wingedkitten 459 GodRodSmith,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1570330/West_Hunt/,https://store.steampowered.com/app/1570330/West_Hunt/,,https://store.steampowered.com/app/1570330/West_Hunt/,,,,,,,,,,,,,,,,,,,,,West Hunt is an online social deduction game set in the Old West,.It,s the perfect game to test your detective and stealth skills with your friends in quick,", exciting matches",.As an outlaw,", you have to complete your missions without being killed by the sheriff",.Bribe the barman,.Poison the water,.Steal from the bank,.Pray and ask for forgiveness,.Tampe,.,.,.,Price,$,8,0.99,116,Recommendations,,https://images-ext-1.discordapp.net/external/XBEDv1KJtXZHFOwWJ-4wS3LWn87uNvm4in0Cc2XK0sw/%3Ft%3D1653476652/https/cdn.akamai.steamstatic.com/steam/apps/256842002/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/21/22, 9:54 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/1080020/Electrician_Simulator/,https://store.steampowered.com/app/1080020/Electrician_Simulator/,,https://store.steampowered.com/app/1080020/Electrician_Simulator/,,,,,,,,,,,,,,,,,,,,,Electrician Simulator is a game where you take on the role of an electrician,. Perform minor repairs,", starting with replacing sockets and light bulbs",", installing comprehensive systems in the houses of the customers",", and repairing stuff or just laying wires",. Sit down and relax in front of the computer as a virtual electrician,", without the risk of",.,.,.,,,,,Price,$,1,4,0.39,,,https://images-ext-1.discordapp.net/external/_tVMfaL6OWC9Hpo8oA9ZL1cQulgZlgd_rPjCeRsrPpI/%3Ft%3D1663765069/https/cdn.akamai.steamstatic.com/steam/apps/256907019/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/22/22, 8:17 AM",—,https://cdn.discordapp.com/avatars/351861203921797122/38e4cac7b42dcc20d6d4094d92bfb46e.webp?size=160,Fore5tR,,Could be good for Spooktober,,,,,,,,,,,,https://store.steampowered.com/app/698670/Scorn/,https://store.steampowered.com/app/698670/Scorn/,,https://store.steampowered.com/app/698670/Scorn/,,,,https://cdn.discordapp.com/emojis/807351068421259346.webp?size=96,,,,,,,,,,,,,,,,,Pre,-purchase Scorn now for an exclusive 10,% discount,.Scorn is an atmospheric first,-person horror adventure game set in a nightmarish universe of odd forms and somber tapestry,.It is designed around the idea of,"""being thrown into the world","""",. Isolated and lost inside this dream,-like world,", you will explore different interconnected regions in a non",-,.,.,Price,$,3,5,0.99,Release Date,Oct 21,https://images-ext-1.discordapp.net/external/koWOxzBL05Yjnc5fcgE_eNu9rsVMweZxzw7bLkZghbM/%3Ft%3D1655056970/https/cdn.akamai.steamstatic.com/steam/apps/256890976/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,", 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/26/22, 9:06 AM",—,https://cdn.discordapp.com/avatars/734228094558404611/7f785b444d4bb5a7f3221928edb652ae.webp?size=160,Oldnoob72,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,I have heard this is a spooky game,. Looks neat,,,,,,,,,,,https://store.steampowered.com/app/1846170/Iron_Lung/,https://store.steampowered.com/app/1846170/Iron_Lung/,,https://store.steampowered.com/app/1846170/Iron_Lung/,,,,https://discord.com/assets/1f8ac1eb4350eff0.svg,,,1,,,,,,,,,,,,,,Iron Lung is a short dread,-driven submarine horror game from the developer of DUSK,", The Moon Sliver",", and Squirrel Stapler",.FEATURES Experimental minimalist gameplay,", where your senses are limited and anything could be lurking around you Glimpse your surroundings through the lens of a grainy still camera and navigate using an incomplete satellite",.,.,.,,,,,,Price,$,5,0.99,3949,Recommendations,,https://images-ext-1.discordapp.net/external/ccIu1nsTzaCWmZFEu0-XtBAmgwKFWsMNXdxyqmoY8DA/%3Ft%3D1646326288/https/cdn.akamai.steamstatic.com/steam/apps/256874571/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
9/30/22, 8:47 AM",—,https://cdn.discordapp.com/avatars/693567830138028083/d814da4e509f1975e0175926a30f8794.webp?size=160,MissArchaeology,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,Perfect game for bopbop and ven spooptober,,,,,,,,,,,,https://store.steampowered.com/app/1715730/Boo_Men/,https://store.steampowered.com/app/1715730/Boo_Men/,,https://store.steampowered.com/app/1715730/Boo_Men/,,,,,,,,,,,,,,,,,,,,,You are a thief tasked with burglarizing homes,. You are given a list of items required to steal before you can leave,. Play with a team and split the prize money or play solo and keep it all for yourself,", but it won",t be that easy,. Boo Men can be lurking in the dark,", so stay in the light if you want to survive",. This means keeping an eye on the po,.,.,.,,,,Price,$,7,0.99,234,Recommendations,,https://images-ext-1.discordapp.net/external/nNzGG6YN3pc7BrK8m0J6sWjm83YjcIxPBpe-vMkkQoE/%3Ft%3D1651889902/https/cdn.akamai.steamstatic.com/steam/apps/256875745/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
10/2/22, 3:16 PM",—,https://cdn.discordapp.com/avatars/697148501582151710/2bfbec69b7b1fa8d03d2682d808eec8c.webp?size=160,haile_storm,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,this game is perfect for,#spooptober or whenever,", and its for the cheap cheap",.,,,,,. If you enjoy its a series of 4 games that all are kinnda interconnected with good,&bad endings,.,,https://store.steampowered.com/app/736570/The_Crooked_Man/,https://store.steampowered.com/app/736570/The_Crooked_Man/,,https://store.steampowered.com/app/736570/The_Crooked_Man/,,,,,,,,,,,,,,,,,,,,,"""There was a crooked man",",and he walked a crooked mile",.He found a crooked sixpence upon a crooked stile,.He bought a crooked cat,",which caught a crooked mouse",",and they all lived togetherin a little crooked house",.,"""This is the first title in the series known as The Strange Man",", developed by Uri Games",.Experience the myriad horrors awaiting David as h,.,.,.,,Price,$,2,0.99,604,Recommendations,,,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
10/2/22, 3:47 PM",—,https://cdn.discordapp.com/avatars/114887461590663176/d049f13549a4d3226c5a1f1e4a9f4c61.webp?size=160,killingsworth,,,,,,,,,,,,,,https://store.steampowered.com/app/1298480/Kardboard_Kings_Card_Shop_Simulator/,https://store.steampowered.com/app/1298480/Kardboard_Kings_Card_Shop_Simulator/,,https://store.steampowered.com/app/1298480/Kardboard_Kings_Card_Shop_Simulator/,,,,,,,,,,,,,,,,,,,,,Open your own Card shop by the seaside,! Buy,", trade and sell Cards",", OR keep them for your own collection",! Earn reputation with customers,", beat your shop goals",", unlock new decorations",", and host exciting events to bring everyone to the best Card shop in town",!You are Harry Hsu,", a young man who recently inherited a card shop from his father",", a former",.,.,.,Price,$,1,9,0.99,Recommendations,246,https://images-ext-1.discordapp.net/external/9-2vlpEt99BF94zGCZ1OJ6O1ucqBCGImuu8lTokDUCo/%3Ft%3D1644453986/https/cdn.akamai.steamstatic.com/steam/apps/256872942/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
10/5/22, 2:29 PM",—,https://cdn.discordapp.com/avatars/327837292716621824/00bec76091e53114f173f7441af11d25.webp?size=160,DonnieDarko,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,Same Dev as Mort Ass,,,,,,,,,,,,https://store.steampowered.com/app/1061920/Our_Secret_Below/,https://store.steampowered.com/app/1061920/Our_Secret_Below/,,https://store.steampowered.com/app/1061920/Our_Secret_Below/,,,,,,,,,,,,,,,,,,,,,An escape room thriller,-horror from solo game developer Brian Clarke,(creator of The Mortuary Assistant,", The Subject",", and Kohate",),. Our Secret Below is a story about a woman who has been abducted and must break out of her cell,", learn about her captor’s past",", and use that knowledge to escape",. The deeper the story goes,", the stranger things get",.,.,.Ni,Price,$,9,0.99,,,,https://images-ext-1.discordapp.net/external/_sCk49-LA4rdr9eDFYThj2QzvLvc1s7GFOc-_nO7SR0/%3Ft%3D1593631055/https/cdn.akamai.steamstatic.com/steam/apps/256791496/movie_max_vp9.webm,,,,.,.,.,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
